PART_NUMBER,PART_SEG,PART_DESCRIPTION,PART_CATEGORY
PAN-VM-1000-HV-WF-5YR-HA2-R,PALO,"WildFire subscription for device in an HA pair 5 year renewal, VM-1000-HV",
PAN-VM-1000-HV-ENT-WF,PALO,"WildFire subscription, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-R,PALO,"WildFire subscription renewal, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-3YR,PALO,"WildFire subscription 3 year, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-3YR-R,PALO,"WildFire subscription 3 year renewal, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-5YR,PALO,"WildFire subscription 5 year, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-5YR-R,PALO,"WildFire subscription 5 year renewal, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-HA2,PALO,"WildFire subscription for device in an HA pair, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-HA2-R,PALO,"WildFire subscription for device in an HA pair renewal, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-3YR-HA2,PALO,"WildFire subscription for device in an HA pair, 3 year, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-3YR-HA2-R,PALO,"WildFire subscription for device in an HA pair 3 year renewal, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-5YR-HA2,PALO,"WildFire subscription for device in an HA pair, 5 year, VM-1000-HV-ENT",
PAN-VM-1000-HV-ENT-WF-5YR-HA2-R,PALO,"WildFire subscription for device in an HA pair 5 year renewal, VM-1000-HV-ENT",
PAN-GP-100-WF,PALO,"WildFire subscription year 1, GP-100, 500 devices",
PAN-GP-100-WF-R,PALO,"WildFire renewal year 1, GP-100, 500 devices",
PAN-GP-100-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 500 devices",
PAN-GP-100-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 500 devices",
PAN-GP-100-1K-WF,PALO,"WildFire subscription year 1, GP-100, 1k device",
PAN-GP-100-1K-WF-R,PALO,"WildFire renewal year 1, GP-100, 1k device",
PAN-GP-100-1K-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 1k device",
PAN-GP-100-1K-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 1k device",
PAN-GP-100-2K-WF,PALO,"WildFire subscription year 1, GP-100, 2k device",
PAN-GP-100-2K-WF-R,PALO,"WildFire renewal year 1, GP-100, 2k device",
PAN-GP-100-2K-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 2k device",
PAN-GP-100-2K-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 2k device",
PAN-GP-100-5K-WF,PALO,"WildFire subscription year 1, GP-100, 5k device",
PAN-GP-100-5K-WF-R,PALO,"WildFire renewal year 1, GP-100, 5k device",
PAN-GP-100-5K-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 5k device",
PAN-GP-100-5K-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 5k device",
PAN-GP-100-10K-WF,PALO,"WildFire subscription year 1, GP-100, 10k device",
PAN-GP-100-10K-WF-R,PALO,"WildFire renewal year 1, GP-100, 10k device",
PAN-GP-100-10K-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 10k device",
PAN-GP-100-10K-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 10k device",
PAN-GP-100-25K-WF,PALO,"WildFire subscription year 1, GP-100, 25k device",
PAN-GP-100-25K-WF-R,PALO,"WildFire renewal year 1, GP-100, 25k device",
PAN-GP-100-25K-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 25k device",
PAN-GP-100-25K-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 25k device",
PAN-GP-100-50K-WF,PALO,"WildFire subscription year 1, GP-100, 50k device",
PAN-GP-100-50K-WF-R,PALO,"WildFire renewal year 1, GP-100, 50k device",
PAN-GP-100-50K-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 50k device",
PAN-GP-100-50K-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 50k device",
PAN-GP-100-100K-WF,PALO,"WildFire subscription year 1, GP-100, 100k device",
PAN-GP-100-100K-WF-R,PALO,"WildFire renewal year 1, GP-100, 100k device",
PAN-GP-100-100K-WF-3YR,PALO,"WildFire subscription 3-year prepaid, GP-100, 100k device",
PAN-GP-100-100K-WF-3YR-R,PALO,"WildFire subscription 3-year prepaid renewal, GP-100, 100k device",
PAN-SVC-4HR-200,PALO,"4-Hour Premium support year 1, PA-200",
PAN-SVC-4HR-200-R,PALO,"4-Hour Premium support renewal, PA-200",
PAN-SVC-4HR-200-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-200",
PAN-SVC-4HR-200-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-200",
PAN-SVC-4HR-200-5YR,PALO,"4-Hour Premium support 5-year prepaid, PA-200",
PAN-SVC-4HR-200-5YR-R,PALO,"4-Hour Premium support 5-year prepaid renewal, PA-200",
PAN-SVC-4HRUSG-200,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-200",
PAN-SVC-4HRUSG-200-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-200",
PAN-SVC-4HRUSG-200-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-200",
PAN-SVC-4HRUSG-200-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-200",
PAN-SVC-4HRUSG-200-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid, PA-200",
PAN-SVC-4HRUSG-200-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid renewal, PA-200",
PAN-SVC-4HR-200E,PALO,"4-Hour Premium support year 1, PA-200, Enterprise",
PAN-SVC-4HR-200E-R,PALO,"4-Hour Premium support renewal, PA-200, Enterprise",
PAN-SVC-4HR-200E-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-200, Enterprise",
PAN-SVC-4HR-200E-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-200, Enterprise",
PAN-SVC-4HR-200E-5YR,PALO,"4-Hour Premium support 5-year prepaid, PA-200, Enterprise",
PAN-SVC-4HR-200E-5YR-R,PALO,"4-Hour Premium support 5-year prepaid renewal, PA-200, Enterprise",
PAN-SVC-4HRUSG-200E,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-200, Enterprise",
PAN-SVC-4HRUSG-200E-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-200, Enterprise",
PAN-SVC-4HRUSG-200E-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-200, Enterprise",
PAN-SVC-4HRUSG-200E-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-200, Enterprise",
PAN-SVC-4HRUSG-200E-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid, PA-200, Enterprise",
PAN-SVC-4HRUSG-200E-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid renewal, PA-200, Enterprise",
PAN-SVC-4HR-220,PALO,"4-Hour Premium support year 1, PA-220",
PAN-SVC-4HR-220-R,PALO,"4-Hour Premium support renewal, PA-220",
PAN-SVC-4HR-220-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-220",
PAN-SVC-4HR-220-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-220",
PAN-SVC-4HR-220-5YR,PALO,"4-Hour Premium support 5-year prepaid, PA-220",
PAN-SVC-4HR-220-5YR-R,PALO,"4-Hour Premium support 5-year prepaid renewal, PA-220",
PAN-SVC-4HRUSG-220,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-220",
PAN-SVC-4HRUSG-220-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-220",
PAN-SVC-4HRUSG-220-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-220",
PAN-SVC-4HRUSG-220-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-220",
PAN-SVC-4HRUSG-220-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid, PA-220",
PAN-SVC-4HRUSG-220-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid renewal, PA-220",
PAN-SVC-4HR-500,PALO,"4-Hour Premium support year 1, PA-500",
PAN-SVC-4HR-500-R,PALO,"4-Hour Premium support renewal, PA-500",
,PALO,,
PAN-SVC-4HR-500-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-500",
PAN-SVC-4HR-500-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-500",
PAN-SVC-4HR-500-5YR,PALO,"4-Hour Premium support 5-year prepaid, PA-500",
PAN-SVC-4HR-500-5YR-R,PALO,"4-Hour Premium support 5-year prepaid renewal, PA-500",
PAN-SVC-4HRUSG-500,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-500",
PAN-SVC-4HRUSG-500-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-500",
PAN-SVC-4HRUSG-500-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-500",
PAN-SVC-4HRUSG-500-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-500",
PAN-SVC-4HRUSG-500-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid, PA-500",
PAN-SVC-4HRUSG-500-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid renewal, PA-500",
PAN-SVC-4HR-820,PALO,"4-Hour premium support year 1, PA-820",
PAN-SVC-4HR-820-R,PALO,"4-Hour premium support year 1 renewal, PA-820",
PAN-SVC-4HR-820-3YR,PALO,"4-Hour premium support 3 year prepaid, PA-820",
PAN-SVC-4HR-820-3YR-R,PALO,"4-Hour premium support 3 year prepaid renewal, PA-820",
PAN-SVC-4HR-820-5YR,PALO,"4-Hour premium support 5 year prepaid, PA-820",
PAN-SVC-4HR-820-5YR-R,PALO,"4-Hour premium support 5 year prepaid renewal, PA-820",
PAN-SVC-4HRUSG-820,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-820",
PAN-SVC-4HRUSG-820-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-820",
PAN-SVC-4HRUSG-820-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-820",
PAN-SVC-4HRUSG-820-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-820",
PAN-SVC-4HRUSG-820-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid, PA-820",
PAN-SVC-4HRUSG-820-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid renewal, PA-820",
PAN-SVC-4HR-850,PALO,"4-Hour premium support year 1, PA-850",
PAN-SVC-4HR-850-R,PALO,"4-Hour premium support year 1 renewal, PA-850",
PAN-SVC-4HR-850-3YR,PALO,"4-Hour premium support 3 year prepaid, PA-850",
PAN-SVC-4HR-850-3YR-R,PALO,"4-Hour premium support 3 year prepaid renewal, PA-850",
PAN-SVC-4HR-850-5YR,PALO,"4-Hour premium support 5 year prepaid, PA-850",
PAN-SVC-4HR-850-5YR-R,PALO,"4-Hour premium support 5 year prepaid renewal, PA-850",
PAN-SVC-4HRUSG-850,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-850",
PAN-SVC-4HRUSG-850-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-850",
PAN-SVC-4HRUSG-850-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-850",
PAN-SVC-4HRUSG-850-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-850",
PAN-SVC-4HRUSG-850-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid, PA-850",
PAN-SVC-4HRUSG-850-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5-year prepaid renewal, PA-850",
PAN-SVC-4HR-2020-R,PALO,"4-Hour Premium support renewal, PA-2020",
PAN-SVC-4HRUSG-2020-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-2020",
PAN-SVC-4HR-2050-R,PALO,"4-Hour Premium support renewal, PA-2050",
PAN-SVC-4HRUSG-2050-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-2050",
PAN-SVC-4HR-3020,PALO,"4-Hour premium support year 1, PA-3020",
PAN-SVC-4HR-3020-R,PALO,"4-Hour premium support year 1 renewal, PA-3020",
PAN-SVC-4HR-3020-3YR,PALO,"4-Hour premium support 3 year prepaid, PA-3020",
PAN-SVC-4HR-3020-3YR-R,PALO,"4-Hour premium support 3 year prepaid renewal, PA-3020",
PAN-SVC-4HR-3020-5YR,PALO,"4-Hour premium support 5 year prepaid, PA-3020",
PAN-SVC-4HR-3020-5YR-R,PALO,"4-Hour premium support 5 year prepaid renewal, PA-3020",
PAN-SVC-4HRUSG-3020,PALO,"For US Government accounts only. 4-Hour premium support year 1, PA-3020",
PAN-SVC-4HRUSG-3020-R,PALO,"For US Government accounts only. 4-Hour premium support year 1 renewal, PA-3020",
PAN-SVC-4HRUSG-3020-3YR,PALO,"For US Government accounts only. 4-Hour premium support 3 year prepaid, PA-3020",
PAN-SVC-4HRUSG-3020-3YR-R,PALO,"For US Government accounts only. 4-Hour premium support 3 year prepaid renewal, PA-3020",
PAN-SVC-4HRUSG-3020-5YR,PALO,"For US Government accounts only. 4-Hour premium support 5 year prepaid, PA-3020",
PAN-SVC-4HRUSG-3020-5YR-R,PALO,"For US Government accounts only. 4-Hour premium support 5 year prepaid renewal, PA-3020",
PAN-SVC-4HR-3050,PALO,"4-Hour premium support year 1, PA-3050",
PAN-SVC-4HR-3050-R,PALO,"4-Hour premium support year 1 renewal, PA-3050",
PAN-SVC-4HR-3050-3YR,PALO,"4-Hour premium support 3 year prepaid, PA-3050",
PAN-SVC-4HR-3050-3YR-R,PALO,"4-Hour premium support 3 year prepaid renewal, PA-3050",
PAN-SVC-4HR-3050-5YR,PALO,"4-Hour premium support 5 year prepaid, PA-3050",
PAN-SVC-4HR-3050-5YR-R,PALO,"4-Hour premium support 5 year prepaid renewal, PA-3050",
PAN-SVC-4HRUSG-3050,PALO,"For US Government accounts only. 4-Hour premium support year 1, PA-3050",
PAN-SVC-4HRUSG-3050-R,PALO,"For US Government accounts only. 4-Hour premium support year 1 renewal, PA-3050",
PAN-SVC-4HRUSG-3050-3YR,PALO,"For US Government accounts only. 4-Hour premium support 3 year prepaid, PA-3050",
PAN-SVC-4HRUSG-3050-3YR-R,PALO,"For US Government accounts only. 4-Hour premium support 3 year prepaid renewal, PA-3050",
PAN-SVC-4HRUSG-3050-5YR,PALO,"For US Government accounts only. 4-Hour premium support 5 year prepaid, PA-3050",
PAN-SVC-4HRUSG-3050-5YR-R,PALO,"For US Government accounts only. 4-Hour premium support 5 year prepaid renewal, PA-3050",
PAN-SVC-4HR-3060,PALO,"4-Hour premium support year 1, PA-3060",
PAN-SVC-4HR-3060-R,PALO,"4-Hour premium support year 1 renewal, PA-3060",
PAN-SVC-4HR-3060-3YR,PALO,"4-Hour premium support 3 year prepaid, PA-3060",
PAN-SVC-4HR-3060-3YR-R,PALO,"4-Hour premium support 3 year prepaid renewal, PA-3060",
PAN-SVC-4HR-3060-5YR,PALO,"4-Hour premium support 5 year prepaid, PA-3060",
PAN-SVC-4HR-3060-5YR-R,PALO,"4-Hour premium support 5 year prepaid renewal, PA-3060",
PAN-SVC-4HRUSG-3060,PALO,"For US Government accounts only. 4-Hour premium support year 1, PA-3060",
PAN-SVC-4HRUSG-3060-R,PALO,"For US Government accounts only. 4-Hour premium support year 1 renewal, PA-3060",
PAN-SVC-4HRUSG-3060-3YR,PALO,"For US Government accounts only. 4-Hour premium support 3 year prepaid, PA-3060",
PAN-SVC-4HRUSG-3060-3YR-R,PALO,"For US Government accounts only. 4-Hour premium support 3 year prepaid renewal, PA-3060",
PAN-SVC-4HRUSG-3060-5YR,PALO,"For US Government accounts only. 4-Hour premium support 5 year prepaid, PA-3060",
PAN-SVC-4HRUSG-3060-5YR-R,PALO,"For US Government accounts only. 4-Hour premium support 5 year prepaid renewal, PA-3060",
PAN-SVC-4HR-4020-R,PALO,"4-Hour Premium support renewal, PA-4020",
PAN-SVC-4HRUSG-4020-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-4020",
PAN-SVC-4HR-4050-R,PALO,"4-Hour Premium support renewal, PA-4050",
PAN-SVC-4HRUSG-4050-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-4050",
PAN-SVC-4HR-4060-R,PALO,"4-Hour Premium support renewal, PA-4060",
PAN-SVC-4HRUSG-4060-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-4060",
PAN-SVC-4HR-5020,PALO,"4-Hour Premium support year 1, PA-5020",
PAN-SVC-4HR-5020-R,PALO,"4-Hour Premium support renewal, PA-5020",
PAN-SVC-4HR-5020-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-5020",
PAN-SVC-4HR-5020-3YR-R,PALO,"PA-200 Lab Unit Renewal Service Bundle (Threat Prevention, BrightCloud URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-SVC-4HR-5020-5YR,PALO,"4-Hour Premium support 5 year prepaid, PA-5020",
PAN-SVC-4HR-5020-5YR-R,PALO,"4-Hour Premium support 5 year prepaid renewal, PA-5020",
PAN-SVC-4HRUSG-5020,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-5020",
PAN-SVC-4HRUSG-5020-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-5020",
PAN-SVC-4HRUSG-5020-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-5020",
PAN-SVC-4HRUSG-5020-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-5020",
PAN-SVC-4HRUSG-5020-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid, PA-5020",
PAN-SVC-4HRUSG-5020-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid renewal, PA-5020",
PAN-SVC-4HR-5050,PALO,"4-Hour Premium support year 1, PA-5050",
PAN-SVC-4HR-5050-R,PALO,"4-Hour Premium support renewal, PA-5050",
PAN-SVC-4HR-5050-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-5050",
,PALO,,
PAN-SVC-4HR-5050-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-5050",
PAN-SVC-4HR-5050-5YR,PALO,"4-Hour Premium support 5 year prepaid, PA-5050",
PAN-SVC-4HR-5050-5YR-R,PALO,"4-Hour Premium support 5 year prepaid renewal, PA-5050",
PAN-SVC-4HRUSG-5050,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-5050",
PAN-SVC-4HRUSG-5050-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-5050",
PAN-SVC-4HRUSG-5050-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-5050",
PAN-SVC-4HRUSG-5050-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-5050",
PAN-SVC-4HRUSG-5050-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid, PA-5050",
PAN-SVC-4HRUSG-5050-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid renewal, PA-5050",
PAN-SVC-4HR-5060,PALO,"4-Hour Premium support year 1, PA-5060",
PAN-SVC-4HR-5060-R,PALO,"4-Hour Premium support renewal, PA-5060",
PAN-SVC-4HR-5060-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-5060",
PAN-SVC-4HR-5060-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-5060",
PAN-SVC-4HR-5060-5YR,PALO,"4-Hour Premium support 5 year prepaid, PA-5060",
PAN-SVC-4HR-5060-5YR-R,PALO,"4-Hour Premium support 5 year prepaid renewal, PA-5060",
PAN-SVC-4HRUSG-5060,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-5060",
PAN-SVC-4HRUSG-5060-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-5060",
PAN-SVC-4HRUSG-5060-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-5060",
PAN-SVC-4HRUSG-5060-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-5060",
PAN-SVC-4HRUSG-5060-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid, PA-5060",
PAN-SVC-4HRUSG-5060-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid renewal, PA-5060",
PAN-SVC-4HR-5220,PALO,"4-Hour Premium support year 1, PA-5220",
PAN-SVC-4HR-5220-R,PALO,"4-Hour Premium support renewal, PA-5220",
PAN-SVC-4HR-5220-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-5220",
PAN-SVC-4HR-5220-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-5220",
PAN-SVC-4HR-5220-5YR,PALO,"4-Hour Premium support 5 year prepaid, PA-5220",
PAN-SVC-4HR-5220-5YR-R,PALO,"4-Hour Premium support 5 year prepaid renewal, PA-5220",
PAN-SVC-4HRUSG-5220,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-5220",
PAN-SVC-4HRUSG-5220-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-5220",
PAN-SVC-4HRUSG-5220-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-5220",
PAN-SVC-4HRUSG-5220-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-5220",
PAN-SVC-4HRUSG-5220-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid, PA-5220",
PAN-SVC-4HRUSG-5220-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid renewal, PA-5220",
PAN-SVC-4HR-5250,PALO,"4-Hour Premium support year 1, PA-5250",
PAN-SVC-4HR-5250-R,PALO,"4-Hour Premium support renewal, PA-5250",
PAN-SVC-4HR-5250-3YR,PALO,"4-Hour Premium support 3-year prepaid, PA-5250",
PAN-SVC-4HR-5250-3YR-R,PALO,"4-Hour Premium support 3-year prepaid renewal, PA-5250",
PAN-SVC-4HR-5250-5YR,PALO,"4-Hour Premium support 5 year prepaid, PA-5250",
PAN-SVC-4HR-5250-5YR-R,PALO,"4-Hour Premium support 5 year prepaid renewal, PA-5250",
PAN-SVC-4HRUSG-5250,PALO,"For US Government accounts only. 4-Hour Premium support year 1, PA-5250",
PAN-SVC-4HRUSG-5250-R,PALO,"For US Government accounts only. 4-Hour Premium support renewal, PA-5250",
PAN-SVC-4HRUSG-5250-3YR,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid, PA-5250",
PAN-SVC-4HRUSG-5250-3YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 3-year prepaid renewal, PA-5250",
PAN-SVC-4HRUSG-5250-5YR,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid, PA-5250",
PAN-SVC-4HRUSG-5250-5YR-R,PALO,"For US Government accounts only. 4-Hour Premium support 5 year prepaid renewal, PA-5250",
PAN-SVC-4HR-5260,PALO,"4-Hour Premium support year 1, PA-5260",
PAN-SVC-4HR-5260-R,PALO,"4-Hour Premium support renewal, PA-5260",
